ID,activity,rdMD_123,rdMD_2,rdMD_255,rdMD_68,rdMD_166,rdMD_65,rdMD_57,rdMD_294,rdMD_73,rdMD_64,rdMD_239,rdMD_177,rdMD_309,rdMD_18,rdMD_266,rdMD_167,rdMD_247,rdMD_74,rdMD_300,rdMD_245
CHEMBL257178,0.820201459,4.13418,0.2,0.28,26.83339581,6.534,59.4086933,0.0,0.93,23.96854623,0.0,0.443,1.65,0.947,-3.39,-0.171,6.736,0.306,42.46456948,1.242,-0.237
CHEMBL2107366,1.278524965,3.84093,0.307692308,0.001,12.21787344,5.249,51.55129302,0.0,1.122,35.22592572,0.0,-0.023,0.554,0.764,-1.35,-0.117,4.806,0.002,24.39594478,4.494,-0.006
EN300-97039,-0.358525889,4.2173,0.2,-0.171,22.75844394,5.898,73.57957948,0.0,0.974,18.88348407,18.82318029,-0.227,0.253,0.63,-4.2,0.121,5.844,-0.226,73.57957948,1.027,-0.113
CHEMBL809,0.301029996,5.1796,0.294117647,0.0,23.20187978,5.382,69.20019058,0.0,0.614,41.4917446,7.047671983,0.163,1.911,0.869,-1.02,0.106,5.545,0.13,42.46456948,3.096,0.007
MCULE-3611790330,-0.063486258,5.2199,0.481481481,-0.206,17.56387129,5.624,59.15492395,0.0,0.787,73.98123058,24.59630451,-0.143,0.277,0.604,-3.02,-0.206,5.746,-0.168,42.46456948,0.634,-0.103
45636709,0.069298012,3.4437,0.105263158,-0.28,34.40859378,5.905,66.22712218,5.907179729,0.551,10.35798868,23.36833671,-0.205,0.203,0.888,-3.41,-0.073,5.99,-0.243,60.66367068,0.505,-0.167
CHEMBL475534,-0.113509275,2.7792,0.388888889,-0.163,23.33768185,5.754,51.21338188,5.687386275,0.667,32.25256914,13.71667951,-0.147,0.668,0.681,-3.03,-0.037,5.831,-0.158,40.52801685,0.766,0.06
CHEMBL2164567,1.395850376,3.4987,0.263157895,-0.094,16.94058116,6.165,59.91879254,5.907179729,0.61,22.97565387,19.69639478,-0.071,0.759,0.699,-2.87,-0.127,6.109,-0.06,48.66141305,1.009,-0.132
CHEMBL54,1.270445908,4.4256,0.380952381,-0.115,17.38418484,5.639,70.49769369,0.0,0.847,41.60472666,19.63426922,-0.161,0.68,0.584,-1.75,-0.01,5.72,-0.114,48.53093655,0.882,-0.037
CHEMBL1263,0.866877814,4.1074,0.52,0.006,0.0,5.282,65.22129102,0.0,0.832,61.3192506,26.30327674,-0.091,0.172,0.649,-1.92,-0.046,5.105,-0.064,48.53093655,0.964,-0.062
CHEMBL2151325,1.229425848,2.5516,0.222222222,0.098,22.79960349,6.043,54.1180016,0.0,0.967,18.65950602,18.53055253,0.062,0.604,0.823,-3.6,-0.283,6.025,0.09,36.78963192,0.969,-0.217
CHEMBL1096896,0.152288344,1.9186,0.375,0.147,40.64507747,6.564,108.338243,11.81435946,0.803,53.65703233,49.48523677,0.261,0.872,0.787,-6.17,0.1,6.487,0.224,91.38693554,0.997,-0.23
474380,1.916985305,1.3506,0.125,-0.255,11.594566,5.059,24.26546827,0.0,0.888,6.9237372,5.316788604,-0.201,0.079,0.902,-1.51,0.082,4.705,-0.227,24.26546827,0.0,-0.092
CHEMBL2147309,1.447313109,4.17662,0.272727273,0.004,5.907179729,6.333,77.00519964,5.907179729,0.782,27.30929616,13.15163837,0.115,1.053,0.824,-3.47,-0.003,6.206,0.1,42.85599899,1.02,-0.121
CHEMBL1778628,0.544068044,3.70748,0.125,-0.069,5.969305288,6.104,53.59147246,0.0,0.571,11.12690298,6.606881965,0.035,0.826,0.894,-3.01,0.119,6.113,0.05,42.46456948,2.053,-0.036
CHEMBL1945044,1.187520721,3.4593,0.269230769,0.016,21.55340651,5.878,92.58497643,0.0,1.08,28.35777235,20.19931035,-0.041,0.611,0.949,-3.17,-0.146,5.833,0.055,65.45820787,0.699,-0.031
CHEMBL1669170,0.80140371,4.2343,0.290322581,0.234,28.44799256,6.063,83.0197324,0.0,0.876,0.0,69.36800822,0.068,0.469,0.723,-3.98,0.048,6.194,0.125,82.00809294,1.001,-0.173
CHEMBL165790,-0.251811973,4.2472,0.166666667,-0.187,10.96924436,5.562,65.01742712,0.0,1.094,13.8474744,0.0,-0.187,0.146,0.749,-2.55,0.303,5.775,-0.187,64.00578766,1.414,-0.087
CHEMBL584926,-0.004364805,3.37412,0.173913043,-0.16,11.8667343,5.89,83.18305278,5.907179729,0.605,16.69035448,14.15746952,-0.155,0.868,0.693,-3.81,-0.15,6.267,-0.17,59.72018485,1.249,-0.122
CHEMBL464081,0.281033367,2.9476,0.7,-0.066,21.62439888,6.143,23.8930292,0.0,0.529,38.67339076,36.83178896,-0.159,1.165,0.627,-1.68,0.092,5.946,-0.031,18.32957771,1.23,-0.314
32236728,1.484982782,3.3402,0.538461538,0.102,23.20187978,4.807,33.80781932,0.0,0.671,24.82591636,13.15163837,0.12,1.394,0.607,-0.28,-0.624,4.936,0.324,18.19910121,2.411,-0.033
CHEMBL569184,0.281033367,2.1894,0.35,0.179,16.05440567,6.017,59.65783953,0.0,0.633,17.16874381,33.56487708,0.036,1.054,0.873,-2.78,-0.09,5.804,0.11,48.53093655,0.978,-0.425
CHEMBL2338400,1.489677292,1.7867,0.913043478,0.378,11.93829424,5.471,0.0,0.0,0.693,59.29614134,45.81329484,0.188,0.207,0.699,-1.34,-0.154,5.016,0.267,0.0,0.495,-0.208
CHEMBL2113096,0.640481437,3.7095,0.055555556,0.15,22.28620714,5.774,66.63754212,0.0,1.343,11.38785599,5.316788604,0.056,0.91,0.821,-3.57,-0.32,5.711,0.178,55.24968613,0.633,-0.095
CHEMBL2152903,0.133538908,4.75992,0.166666667,-0.152,5.835619786,6.03,122.7395682,5.559266895,0.706,47.22818335,0.0,-0.134,0.255,0.712,-4.5,0.089,6.27,-0.163,82.97477625,1.462,-0.073
CHEMBL1213085,0.495544338,4.28444,0.107142857,-0.083,27.75418915,5.979,100.1133232,5.559266895,0.799,16.95130748,5.733667477,-0.025,0.524,0.573,-5.12,-0.041,6.085,-0.076,71.78552794,0.865,-0.08
CHEMBL422,-0.15490196,4.9456,0.428571429,-0.045,23.1366575,6.037,48.02802097,0.0,0.669,11.98427311,51.21612015,-0.062,1.157,0.598,-1.7,-0.272,5.935,-0.033,52.25553643,1.16,-0.054
301492332,1.92695435,1.0447,0.384615385,-0.292,16.81010466,5.417,29.95939627,5.907179729,0.869,23.19963192,13.08951281,-0.29,0.117,0.954,-1.88,0.224,5.565,-0.31,24.39594478,1.143,-0.006
CHEMBL2158792,1.425534221,5.42872,0.535714286,-0.026,17.57024518,5.723,64.43132662,0.0,0.849,43.73392667,32.72378203,-0.071,1.117,0.578,-2.15,0.028,5.723,0.03,42.46456948,0.783,-0.092
CHEMBL1668935,1.418135498,1.6784,0.941176471,-0.154,16.05440567,5.571,0.0,0.0,0.473,51.36657298,19.345282,-0.14,0.422,0.668,-0.82,0.045,4.997,-0.063,0.0,0.452,-0.509
CHEMBL2181247,-0.091514981,5.8465,0.217391304,-0.133,5.907179729,6.651,82.79880693,5.907179729,0.557,22.25380597,6.606881965,-0.111,2.102,0.842,-3.63,0.392,6.572,-0.12,54.72778012,0.96,-0.068
CHEMBL1290184,1.662568967,4.51342,0.458333333,-0.134,5.907179729,5.44,71.28765809,5.907179729,0.701,47.16817815,26.17902562,-0.136,0.053,0.432,-2.13,-0.363,5.415,-0.144,54.59730362,0.339,-0.113
CHEMBL1256568,1.380753771,-0.3984,0.125,0.399,11.87648502,4.994,24.0235057,5.907179729,0.935,10.48846518,6.544756406,0.033,0.246,0.75,-2.11,-0.124,5.049,0.156,18.32957771,2.256,-0.183
CHEMBL193,-0.638272164,2.3891,0.352941176,-0.188,23.33768185,5.695,51.21338188,5.687386275,0.601,25.32883194,14.21959508,-0.15,0.735,0.656,-3.03,-0.152,5.74,-0.167,40.52801685,1.438,0.053
CHEMBL361812,0.515873844,3.0909,0.285714286,-0.145,26.89552137,6.038,65.60553688,0.0,0.662,24.09902273,0.0,-0.144,1.836,0.707,-2.71,0.065,6.047,-0.048,53.42642002,1.175,-0.368
CHEMBL1807821,1.667919685,2.5842,0.409090909,0.154,21.55340651,5.56,63.25897224,0.0,1.156,23.65169099,39.51704067,0.08,0.631,0.771,-2.23,-0.17,5.409,0.162,47.25910666,1.057,-0.046
48239418,1.264227348,3.21742,0.533333333,0.025,28.75558855,5.274,33.62841142,0.0,1.24,23.22932971,18.40630142,0.146,1.513,0.766,-1.24,-0.172,4.929,-0.13,18.59053071,1.047,-0.055
CHEMBL1496905,-0.229147988,2.0645,0.222222222,0.117,17.37781095,5.636,48.02802097,11.69042468,1.0,10.35798868,25.16134564,0.066,0.464,0.757,-3.02,-0.203,5.91,0.085,42.46456948,0.797,-0.187
49942166,-0.172630727,3.79832,0.117647059,-0.101,16.98390306,5.63,60.11558846,0.0,0.854,11.32369891,5.316788604,-0.201,0.179,0.89,-3.15,0.103,5.553,-0.187,57.62619143,0.865,-0.116
CHEMBL1938400,-0.886056648,7.7958,0.2,-0.191,52.6208643,6.326,107.4059953,0.0,0.755,32.02859109,17.67652418,-0.07,2.485,0.755,-4.49,0.126,6.281,-0.175,105.812433,1.073,0.062
CHEMBL504813,0.271841607,3.0195,0.260869565,0.125,28.5626549,5.593,65.35176753,11.69042468,0.767,35.46284256,6.606881965,0.295,0.564,0.556,-3.61,-0.115,5.758,0.262,48.53093655,1.265,-0.085
CHEMBL510780,0.640481437,4.0524,0.235294118,-0.255,16.98174072,5.577,59.65783953,0.0,0.699,30.01038706,5.316788604,-0.255,0.039,0.757,-2.29,-0.124,5.5,-0.255,48.53093655,0.0,-0.13
CHEMBL1059,1.698970004,1.0821,0.875,-0.199,5.969305288,3.445,0.0,0.0,0.567,26.68911765,6.544756406,-0.106,0.111,0.559,-0.57,-0.606,3.412,-0.138,0.0,0.0,-0.036
CHEMBL2158785,1.678518379,4.9103,0.5,-0.049,17.57024518,5.706,63.92841104,0.0,0.826,42.37364097,32.72378203,-0.083,0.94,0.549,-2.66,0.052,5.829,0.035,36.39820241,0.87,-0.094
CHEMBL914,1.365300749,5.5105,0.40625,-0.138,5.969305288,5.788,107.1829449,0.0,0.685,67.88853325,19.63426922,-0.156,0.242,0.423,-2.99,0.02,5.818,-0.156,84.92913896,0.739,-0.03
Molecule_85,0.0,7.0555,0.652173913,-0.085,17.67696,5.088,40.42465761,0.0,1.178,88.17676246,13.08951281,-0.088,0.654,0.57,-0.79,-0.532,5.215,-0.004,24.27512131,0.739,-0.019
CHEMBL41355,1.302763708,3.5884,0.1875,-0.193,23.15539889,5.847,53.84524181,0.0,0.722,12.48718869,22.97412665,-0.172,0.268,0.957,-2.76,0.103,5.716,-0.203,42.46456948,1.418,-0.133
CHEMBL2165257,-0.585026652,3.37544,0.133333333,-0.179,10.96924436,5.356,51.87886183,0.0,0.919,11.12690298,0.0,-0.179,0.306,0.614,-2.49,-0.398,5.359,-0.179,43.9606744,1.425,-0.095
48544545,1.072507236,2.63938,0.263157895,-0.112,10.90292493,5.444,47.6555819,0.0,0.806,11.12690298,26.30327674,-0.026,0.185,0.765,-2.88,0.149,5.631,-0.05,36.52867891,0.706,-0.181
CHEMBL2316389,0.477121255,2.7997,0.36,0.073,28.40467067,5.918,59.91879254,11.81435946,0.856,40.10891872,38.28907287,0.136,0.566,0.754,-3.56,0.018,6.053,0.11,48.66141305,0.925,-0.166
CHEMBL2325638,-0.698970004,4.592,0.0,-0.147,38.28827614,6.339,65.46077133,10.02329115,0.835,0.0,4.722094864,-0.186,4.447,0.982,-3.16,-0.128,6.367,-0.099,47.88195897,1.142,-0.265
CHEMBL2,1.334252642,1.7846,0.315789474,-0.125,28.57630672,5.539,36.28887869,5.907179729,0.864,10.5547846,51.03219791,0.069,0.36,0.694,-3.49,-0.204,5.637,0.0,34.94578221,1.158,-0.346
CHEMBL564607,-0.13076828,5.6514,0.44,-0.169,23.47742491,5.689,58.61410578,5.907179729,0.38,59.24090709,6.544756406,-0.123,0.809,0.679,-2.33,0.046,5.982,-0.073,42.46456948,0.803,-0.007
CHEMBL163,0.515873844,5.9052,0.432432432,0.008,40.70510607,6.327,104.4567182,0.0,0.808,66.73927834,7.047671983,-0.084,1.941,0.719,-4.33,-0.009,6.122,-0.06,77.7511163,1.017,-0.04
CHEMBL1624529,0.922206277,1.8945,0.25,-0.108,22.8205695,5.929,63.70075344,0.0,0.82,10.35798868,17.98942254,-0.15,1.024,0.647,-3.4,-0.09,6.168,-0.186,35.25684903,1.175,-0.092
CHEMBL2158835,1.262213705,5.2445,0.5,0.087,29.17118507,5.642,64.13965467,0.0,0.831,31.24673798,32.72378203,0.05,1.602,0.546,-1.79,-0.038,5.605,0.176,48.53093655,0.76,-0.084
CHEMBL7662,-0.823908741,4.5326,0.1875,-0.11,23.19550589,6.277,58.1111902,5.907179729,0.595,16.69035448,12.42658615,-0.135,3.03,0.957,-2.28,-0.448,6.445,-0.079,36.39820241,1.506,-0.045
32232846,0.650307523,3.0962,0.125,-0.279,22.40817398,5.592,42.72552249,0.0,0.864,0.0,19.53638369,-0.061,0.246,1.149,-3.02,-0.007,5.669,-0.141,42.72552249,1.414,-0.234
49863827,0.846275242,3.7923,0.227272727,-0.154,16.85126421,5.763,60.92462369,0.0,1.054,18.88348407,18.82318029,-0.214,0.168,0.759,-3.45,0.123,5.762,-0.204,60.92462369,0.879,-0.092
CHEMBL601719,0.650307523,5.0377,0.333333333,-0.084,29.01974256,5.731,58.21557088,0.0,0.922,37.47463915,18.82318029,-0.029,2.35,0.814,-2.35,-0.128,5.917,-0.035,36.78963192,0.955,-0.032
CHEMBL584260,1.73255458,2.38109,0.260869565,-0.099,39.27421029,6.071,75.32376633,15.93047088,0.699,36.45573492,6.544756406,-0.135,1.341,0.774,-3.21,-0.061,5.979,0.14,58.50626201,0.567,-0.342
CHEMBL490,0.725911632,3.3265,0.368421053,-0.119,0.0,5.727,53.84524181,0.0,0.856,17.90217916,26.48933708,-0.155,0.309,0.935,-2.27,-0.009,5.659,-0.164,42.46456948,0.616,-0.14
CHEMBL1201753,-0.193820026,4.5181,0.28,-0.106,22.94825033,5.756,71.68155698,0.0,0.75,42.85857202,0.0,-0.057,0.354,0.575,-3.09,-0.008,5.858,-0.08,54.60695665,1.373,-0.004
CHEMBL2030560,0.866877814,2.3761,0.0,-0.183,22.76498566,5.523,59.65783953,0.0,0.623,15.92144017,5.733667477,-0.232,0.107,0.888,-2.62,0.034,5.705,-0.23,48.53093655,1.324,-0.084
CHEMBL562318,-0.769551079,5.2763,0.08,-0.029,10.90292493,5.938,97.08086353,0.0,1.105,5.693927995,0.0,0.023,0.107,0.923,-3.99,0.142,6.004,0.013,91.38693554,1.284,-0.007
CHEMBL11,1.237543738,3.875,0.368421053,-0.147,11.37477255,5.135,59.65783953,0.0,1.07,17.54772461,32.08476651,-0.147,0.016,0.319,-1.8,0.303,5.108,-0.147,48.53093655,0.789,-0.183
CHEMBL1232461,1.496514519,3.65602,0.272727273,-0.049,23.21980462,5.799,70.26291477,0.0,0.837,42.16211163,13.65455395,-0.09,0.857,0.853,-3.19,-0.236,5.853,-0.038,47.45697421,1.275,-0.073
CHEMBL114,-0.318758763,3.0924,0.5,0.286,34.53164385,6.259,77.98741724,5.907179729,0.802,75.34805801,13.08951281,0.145,0.825,0.634,-4.35,0.098,6.31,0.211,66.73003775,1.175,-0.095
CHEMBL2204343,0.7355989,3.6026,0.35,-0.154,30.88830373,5.619,64.93424219,0.0,1.161,23.19963192,19.63426922,-0.143,2.948,0.576,-1.533116883,-0.002,5.702,-0.094,48.53093655,1.399,-0.195
CHEMBL1944693,0.922206277,3.5018,0.296296296,0.031,21.55340651,5.828,92.58497643,0.0,1.087,28.35777235,26.74406676,-0.046,0.612,0.866,-3.17,-0.253,5.788,0.053,65.45820787,0.697,-0.03
CHEMBL98406,1.395850376,2.0176,0.0,-0.185,26.68496499,5.035,24.01632205,0.0,1.098,0.0,5.733667477,-0.23,0.138,0.679,-1.16,-2.682,4.811,-0.035,18.19910121,0.0,0.02
CHEMBL62,1.229425848,3.6654,0.294117647,0.023,11.60093989,5.243,64.17755727,0.0,0.643,22.60826052,20.13718479,0.168,0.862,0.563,-1.51,-0.426,5.233,-0.193,42.46456948,2.071,-0.045
CHEMBL1277809,0.301029996,4.2268,0.045454545,-0.014,16.81010466,5.896,96.31699495,5.907179729,0.834,16.05191667,0.0,-0.086,0.188,0.91,-3.53,0.2,5.96,-0.068,85.05961546,0.757,-0.088
CHEMBL2316386,0.53529412,3.2832,0.392857143,0.203,39.45004864,5.944,65.35176753,11.81435946,0.667,45.67237022,44.54484205,0.152,1.377,0.727,-3.18,-0.015,6.093,0.161,48.53093655,0.722,-0.17
CHEMBL235789,0.792391689,3.6914,0.695652174,0.017,17.50811962,5.328,34.3486375,5.907179729,0.582,54.44636991,32.72378203,-0.099,0.715,0.755,-1.1,-0.012,5.464,0.033,18.19910121,0.95,-0.082
CHEMBL2071498,1.092720645,3.19558,0.210526316,-0.126,11.69042468,5.729,71.28765809,5.907179729,0.7,40.12690324,0.0,-0.114,0.216,0.82,-2.93,-0.244,6.074,-0.114,54.59730362,0.584,-0.031
CHEMBL2110579,1.204119983,2.719,0.451612903,0.076,28.62446412,5.941,71.92105017,0.0,0.768,37.81602063,34.23252876,-0.005,0.505,0.528,-3.69,0.006,6.025,0.032,60.79414719,1.129,-0.084
CHEMBL1868126,0.004321374,3.5572,0.066666667,-0.098,32.59214472,5.606,54.09438804,5.907179729,1.105,10.35798868,12.42658615,-0.16,0.866,0.846,-2.4,-0.465,5.663,0.028,48.53093655,0.495,-0.023
CHEMBL1210207,0.075546961,5.38792,0.379310345,-0.174,5.907179729,6.001,77.36583194,5.907179729,0.949,48.1740093,26.30327674,-0.168,0.416,0.754,-3.45,-0.27,6.026,-0.198,54.85825662,0.902,-0.14
CHEMBL2164566,1.144574208,3.968,0.263157895,-0.036,17.00690059,6.142,53.91874489,5.907179729,0.681,23.04197329,19.69639478,0.0,0.934,0.683,-2.87,-0.117,6.072,0.041,47.01219692,0.953,-0.111
CHEMBL456324,0.631443769,3.4612,0.380952381,-0.127,35.0028675,6.054,46.73514099,0.0,0.847,32.37650392,29.16412974,0.015,1.427,0.886,-3.15,-0.096,6.041,-0.216,30.33183534,0.669,-0.148
CHEMBL2151326,1.562649672,2.1615,0.176470588,0.086,22.79960349,6.035,54.1180016,0.0,0.915,11.73576882,19.03346811,0.054,0.594,0.855,-3.6,-0.259,6.021,0.078,36.78963192,0.976,-0.23
CHEMBL1963231,1.475671188,3.5264,0.65,0.118,5.969305288,5.159,35.89528683,0.0,0.681,44.59129681,27.18485678,-0.043,0.171,0.39,-1.35,-0.143,5.203,0.01,30.33183534,0.535,-0.141
CHEMBL1615283,0.1430148,5.4214,0.433333333,-0.218,22.90334473,5.987,65.7242066,5.907179729,0.649,62.37593826,13.08951281,-0.144,0.271,0.732,-3.45,0.014,5.957,-0.178,54.59730362,0.731,-0.093
CHEMBL482436,-1.22184875,2.6498,0.32,-0.043,32.78810898,6.192,79.95510601,5.559266895,0.663,18.90801031,26.17902562,-0.251,1.625,0.764,-3.25,-0.183,6.305,-0.018,63.01549439,1.442,-0.437
CHEMBL57895,1.880642126,1.772,0.461538462,0.163,5.835619786,4.97,29.82891977,0.0,1.248,18.90801031,13.08951281,0.197,0.042,0.705,-1.51,-0.179,4.926,0.23,29.25787301,0.0,-0.172
CHEMBL2057371,1.365300749,1.612,0.409090909,-0.121,33.5571019,6.281,36.78963192,5.948339281,0.643,33.61285484,24.95105782,-0.232,0.942,0.874,-3.58,0.115,6.205,-0.089,41.6851154,0.864,-0.426
194963090,-1.403402904,4.8932,0.142857143,-0.029,23.38810796,5.742,65.8167805,0.0,0.765,13.8474744,5.733667477,0.147,0.728,0.798,-3.05,0.215,5.925,0.173,60.79414719,0.845,-0.053
CHEMBL205412,-0.522878745,4.5907,0.310344828,-0.086,21.83765061,6.61,83.9233078,0.0,0.358,30.38936785,7.047671983,-0.12,1.758,0.813,-3.9,-0.03,6.259,-0.079,77.6918883,0.669,-0.264
CHEMBL2325636,-0.455931956,5.5867,0.05,-0.155,44.10613891,6.597,71.39203877,10.02329115,0.702,5.563451492,10.45576234,-0.215,5.509,0.975,-3.49,0.091,6.531,-0.126,59.8842166,0.996,-0.264
CHEMBL1916086,-0.180456064,3.91152,0.083333333,-0.275,21.74833366,6.281,107.816337,15.93047088,0.712,21.48489166,4.722094864,-0.288,1.529,1.032,-3.91,0.129,6.328,-0.199,96.02146601,0.936,-0.427
CHEMBL2337981,1.302763708,2.8954,0.619047619,-0.141,35.14017402,5.829,33.80781932,5.907179729,0.538,43.97084352,39.33066399,-0.239,1.358,0.821,-1.54,-0.401,5.459,-0.088,18.19910121,0.634,-0.115
CHEMBL355832,-1.301029996,4.4541,0.0,-0.246,28.18684514,5.928,66.04373346,0.0,0.959,0.0,10.63357721,-0.257,0.8,1.199,-2.66,-0.302,5.646,-0.069,66.04373346,0.879,-0.016
CHEMBL63,1.516931809,2.6201,0.5625,-0.048,5.907179729,5.234,23.7625527,0.0,0.912,43.58546565,13.65455395,-0.011,0.178,0.774,-1.71,-0.024,5.155,-0.024,18.19910121,0.685,-0.139
CHEMBL1934416,1.144574208,3.67254,0.545454545,-0.234,21.74833366,5.933,41.08629925,15.93047088,0.727,62.27589499,18.43877437,-0.23,1.857,0.804,-2.39,-0.142,5.98,-0.149,29.16095175,1.054,-0.437
EN300-120644,0.047274867,3.1057,0.125,-0.152,11.75255023,5.482,71.28765809,0.0,0.528,34.32653491,0.0,-0.152,0.144,0.715,-2.42,-0.194,5.651,-0.152,54.59730362,1.425,0.009
CHEMBL108922,-0.468521083,3.84092,0.476190476,-0.102,12.03246336,5.464,47.6555819,0.0,1.119,37.44358156,31.20318647,-0.137,0.143,0.695,-2.63,-0.408,5.413,-0.14,41.55391514,1.061,0.081
CHEMBL457,0.184691431,3.57324,0.533333333,-0.3,5.969305288,4.722,29.32600419,0.0,0.68,37.81602063,6.606881965,-0.3,0.104,0.606,-1.51,0.125,4.637,-0.3,18.19910121,0.907,-0.067
CHEMBL2147569,-0.337242168,4.3529,0.307692308,-0.11,11.98319984,5.933,88.25324173,0.0,0.783,53.36502172,0.0,-0.112,0.594,0.587,-3.32,-0.201,5.985,-0.139,54.23451758,1.102,0.038
CHEMBL2164360,0.563481085,5.3742,0.2,-0.015,16.67962816,6.441,89.87818881,5.907179729,0.416,34.71142269,0.0,-0.049,0.85,0.787,-4.01,-0.106,5.964,-0.051,72.92688132,0.515,-0.104
CHEMBL550410,0.350248018,5.099,0.32,-0.2,6.031114512,6.49,89.49856608,0.0,0.587,29.53199772,13.08951281,-0.164,0.532,0.843,-3.33,-0.091,6.279,-0.209,66.99099076,0.946,-0.115
CHEMBL1450473,1.278524965,1.14022,0.176470588,-0.353,27.69235583,5.97,59.65783953,0.0,0.808,15.92144017,12.29761001,-0.309,2.248,0.887,-2.76,-0.433,6.052,-0.258,58.58285651,1.121,-0.191
CHEMBL95308,1.915874503,0.796,0.0,-0.396,5.969305288,4.673,23.7625527,0.0,0.786,10.35798868,0.0,-0.396,0.23,0.78,-1.71,0.0,4.577,-0.396,18.19910121,0.0,0.0
CHEMBL279898,1.326540669,-0.1771,0.375,-0.192,11.16387794,5.242,27.16540474,5.559266895,0.561,13.34455882,0.0,-0.307,0.132,0.675,-1.85,-0.643,5.186,-0.298,15.91639444,0.0,-0.43
CHEMBL1778637,0.698100546,3.8927,0.1875,-0.055,27.40749831,6.242,46.98428722,0.0,0.552,5.563451492,12.86265115,-0.035,3.953,0.907,-2.26,-0.078,6.276,0.069,41.29368589,1.425,-0.165
324071116,-0.251811973,3.77198,0.0,-0.165,38.21454225,6.156,58.7492054,10.02329115,0.677,5.563451492,4.722094864,-0.26,3.063,1.054,-2.63,-0.048,6.256,-0.089,41.42416239,0.637,-0.344
CHEMBL304858,-1.22184875,5.8762,0.347826087,-0.168,21.71318884,5.608,76.53636861,0.0,0.826,41.60472666,26.74406676,-0.223,3.052,0.716,-1.98,0.198,5.82,-0.072,59.59224479,1.904,-0.036
CHEMBL226646,-0.086186148,3.67532,0.333333333,-0.09,17.41880267,5.708,47.06241342,5.890723922,1.019,18.73236717,17.98942254,-0.099,1.817,0.706,-2.74,-0.372,5.685,-0.136,34.74898628,0.982,-0.06
CHEMBL2059859,0.725911632,5.76462,0.074074074,-0.195,22.62796744,6.16,107.9468135,5.907179729,0.956,21.61536816,5.316788604,-0.136,0.175,1.013,-4.45,-0.009,6.268,-0.158,91.12598253,1.289,-0.127
CHEMBL2313227,1.575187845,3.4635,0.15,0.183,23.58908491,5.747,85.19009196,0.0,1.46,0.0,24.9318521,0.045,0.941,0.761,-2.42,-0.064,5.895,0.121,85.19009196,0.332,-0.434
CHEMBL589973,-0.721246399,5.7521,0.230769231,-0.167,50.78904223,6.303,75.76947323,15.93047088,0.709,35.68682061,18.37664881,-0.185,5.686,0.958,-3.47,-0.012,6.374,0.071,59.49278709,0.867,-0.339
300011391,1.990813743,0.5121,0.357142857,-0.042,20.79573958,5.653,40.81611592,5.559266895,0.726,6.420821623,26.17902562,-0.278,0.836,0.778,-1.7,0.367,5.806,-0.016,40.15233251,0.853,-0.531
CHEMBL556680,1.178976947,4.2985,0.615384615,0.025,22.36701443,5.579,40.81611592,5.559266895,0.621,57.78739461,11.86154501,-0.075,0.245,0.602,-2.14,-0.422,5.763,-0.052,35.25684903,0.48,-0.082
CHEMBL605846,1.646109522,2.376,0.380952381,0.087,11.594566,5.661,47.52510539,5.907179729,0.937,31.07834377,25.57822452,0.05,0.502,0.908,-2.77,0.004,5.62,0.069,36.39820241,0.9,-0.138
CHEMBL21731,0.894316063,4.2114,0.4,0.024,0.0,5.211,70.78474251,0.0,0.3,53.8549985,13.59242839,0.024,0.005,0.546,-1.6,0.111,5.263,0.024,48.53093655,3.0,-0.038
CHEMBL1963462,1.58759873,3.9165,0.666666667,-0.13,5.969305288,5.162,35.89528683,0.0,0.689,51.01211843,27.18485678,-0.183,0.156,0.383,-1.35,-0.028,5.21,-0.177,30.33183534,0.501,-0.135
168892617,0.593618308,3.39264,0.416666667,-0.073,11.16387794,5.65,63.4613514,5.559266895,1.018,48.19804546,20.13718479,-0.111,0.221,0.729,-3.06,-0.198,5.749,-0.103,35.38732553,0.765,-0.131
CHEMBL2021721,0.650307523,6.344,0.428571429,-0.01,32.61009904,6.495,95.55312637,0.0,0.74,76.11043059,20.95041183,-0.098,2.028,0.833,-4.65,0.22,6.616,-0.014,83.75825537,1.079,-0.372
CHEMBL182997,1.698970004,1.8129,0.578947368,0.103,23.41529935,5.422,34.3486375,5.907179729,0.668,44.73975783,6.544756406,0.021,0.844,0.646,-1.63,-0.144,5.351,0.156,18.19910121,0.743,-0.085
CHEMBL2152525,1.530199698,4.6606,0.454545455,0.219,0.0,5.442,71.79057367,0.0,1.394,48.89387113,26.17902562,0.219,0.029,0.258,-1.64,-0.36,5.349,0.219,60.66367068,0.0,-0.152
200967,0.021602716,4.99532,0.363636364,-0.217,34.79324478,5.591,57.26048762,5.907179729,0.792,46.36384607,25.5400101,-0.149,2.155,0.594,-2.51,-0.055,5.639,-0.282,35.97285112,1.394,-0.061
CHEMBL15023,1.039414119,4.791,0.409090909,-0.115,5.783244946,6.206,71.03851186,0.0,0.662,47.16817815,19.63426922,-0.153,0.715,0.667,-2.25,-0.401,6.137,-0.165,48.53093655,0.454,-0.031
202517,0.86254877,4.87692,0.333333333,-0.127,23.19230489,6.146,57.80130579,5.907179729,0.623,51.92729756,12.27842388,-0.11,1.788,0.653,-3.01,0.01,6.085,-0.215,35.97285112,1.213,-0.041
