ID,activity,rdMD_123,rdMD_124,fcfp4_25,rdMD_50,fcfp4_33,rdMD_261,rdMD_1,rdMD_277,fcfp4_927,rdMD_64,rdMD_25,rdMD_309,rdMD_313,rdMD_312,rdMD_61,rdMD_270,rdMD_230,rdMD_45,rdMD_275,rdMD_245
194348513,2.118146,3.3142,130.4769,0,12.13273414,0,-0.012,85.86,1.285,0,67.8175638,10.92973379,0.773,0.95,1.255,14.86786677,0.773,0.089,30.07016935,0.687,-0.333
53795583,1.939814,1.9179,77.0777,0,11.76188495,0,0.523,35.16,1.246,0,38.47663564,7.826250253,0.374,1.053,0.776,19.7677765,1.031,-0.315,9.883888252,0.662,-0.074
36638297,2.628299,4.1203,110.2517,0,12.13273414,0,-0.212,90.91,0.975,0,11.92367057,9.312559188,1.034,1.119,1.241,0.0,0.953,-0.038,23.62481639,0.749,-0.163
35743833,2.375841,2.83248,83.0122,0,12.13273414,0,-0.142,56.13,0.827,0,18.9952537,6.872364709,0.828,0.969,1.355,5.316788604,0.779,-0.006,10.21669833,1.133,-0.101
33368543,1.77282,4.1967,83.4283,1,0.0,1,-0.12,63.08,0.703,1,0.0,8.213905351,0.855,0.657,1.066,9.967957042,1.13,-0.035,5.106527395,1.134,-0.003
312842,3.280922,2.4791,89.8048,0,42.46456948,0,0.423,26.71,1.059,0,19.63426922,8.33302005,0.414,0.9,0.635,9.799819462,0.886,-0.155,5.106527395,0.634,-0.136
36950373,2.980318,2.7415,86.8147,0,20.7712116,0,-0.022,45.23,0.931,0,31.13997643,9.054712011,0.68,0.961,1.552,15.20067686,0.912,0.242,10.21669833,1.135,-0.002
36950801,2.732929,3.2971,88.7427,0,24.97437738,0,0.076,61.88,1.123,0,36.96076509,8.203632232,0.596,1.083,0.916,4.899909731,0.395,0.522,14.95356129,0.365,-0.245
32033566,3.604436,2.78388,113.8627,0,30.33183534,0,0.141,68.6,1.104,0,38.1887329,10.01465285,0.605,1.469,1.138,10.21669833,0.837,-0.068,14.95356129,1.06,-0.202
2873332,2.44939,2.3247,62.3264,0,12.13273414,0,0.046,48.14,0.847,0,12.84346502,5.42474725,0.799,0.99,0.925,4.983978521,1.331,-0.137,10.47053043,1.016,-0.01
30426285,3.223718,1.5936,113.69,0,30.33183534,0,0.198,75.73,1.078,0,29.43408868,10.22103465,0.486,1.325,1.2,14.34758439,0.549,0.334,4.899909731,1.73,-0.173
289474,2.369667,2.33364,68.4187,0,12.13273414,0,-0.185,34.15,1.021,0,13.15163837,5.988706919,1.001,0.902,0.909,10.30076712,0.82,0.076,10.05365156,0.397,-0.162
36642098,2.008583,3.2137,77.9767,0,6.9237372,0,0.002,55.63,0.938,0,5.316788604,7.143449283,0.841,1.013,1.214,19.74844179,1.306,-0.029,5.316788604,1.139,0.039
1300953,3.2455,3.00592,80.8194,0,30.33183534,0,0.372,53.07,1.078,0,12.34054944,6.64682991,0.507,1.526,1.489,9.551078169,0.936,0.241,15.03763008,0.827,-0.197
232861763,2.700246,2.2574,76.0757,0,12.13273414,0,0.033,41.57,1.092,0,31.62006534,6.96573848,0.704,1.31,1.24,4.899909731,0.844,-0.039,10.05365156,0.952,-0.208
30658737,2.678327,3.13788,82.802,0,24.26546827,0,0.115,52.81,1.074,0,11.94758171,6.680620239,0.721,1.06,1.133,9.967957042,0.897,0.006,4.899909731,1.029,-0.194
362022,1.47372,1.6139,72.4027,0,25.33848498,0,0.002,49.41,0.882,0,13.08951281,7.525130867,0.592,1.196,1.281,10.21669833,0.684,0.156,10.21669833,1.27,-0.117
42957976,2.108633,3.66232,62.8157,0,16.75760315,0,-0.238,50.95,0.788,0,5.316788604,5.62648669,0.938,1.135,1.204,10.14064178,0.722,0.181,9.839883541,1.261,-0.042
276235260,1.02792,0.835,88.046,0,29.42213153,0,-0.022,92.51,1.091,0,24.59522003,9.53077734,0.761,1.103,0.848,15.37336159,0.752,0.001,9.839883541,1.194,-0.26
310450,1.02792,2.26592,105.5217,0,0.0,0,-0.168,76.68,1.132,0,34.41890544,9.645699005,0.837,0.882,1.229,14.86786677,0.756,-0.003,19.19456738,1.051,-0.243
48788735,2.288788,3.15264,75.9715,0,29.8000411,0,-0.132,59.06,1.312,0,4.722094864,7.472856006,0.91,1.252,1.589,4.983978521,0.851,0.286,0.0,1.126,-0.646
23966628,1.458955,2.88972,102.6352,0,11.62981856,0,0.046,72.7,0.876,0,0.0,9.817793522,0.635,1.808,1.443,25.06523039,0.724,0.106,9.883888252,1.146,-0.032
784983,1.703498,3.7016,100.7296,1,6.066367068,1,-0.208,141.31,1.078,1,4.722094864,9.353178106,0.996,0.994,1.068,4.983978521,1.044,0.17,10.21305479,0.582,-0.334
53833498,1.02792,2.12482,100.7367,0,13.8474744,0,0.047,55.47,1.133,0,50.71320457,9.780743058,0.601,0.419,1.595,19.99718308,0.876,-0.048,9.799819462,0.853,-0.158
33297195,1.878757,2.2177,66.5674,0,48.53093655,0,0.105,52.32,0.737,0,6.606881965,5.327185822,0.686,0.922,0.766,0.0,0.831,0.123,10.47053043,1.595,-0.061
49138606,2.820329,1.8151,74.7068,0,0.0,0,-0.061,53.51,1.239,0,26.6819412,8.131263209,0.723,0.988,0.931,14.18910424,1.144,0.288,4.899909731,0.161,-0.39
36682723,1.969178,2.448,97.2547,0,18.19910121,0,0.08,63.05,1.004,0,18.40630142,8.653462874,0.673,1.195,1.263,19.664373,0.831,-0.029,14.78379798,0.72,-0.1
17140003,1.02792,1.84642,67.5703,0,18.19910121,0,0.06,74.49,0.919,0,5.316788604,5.506366365,0.66,1.798,1.393,4.567099648,0.657,0.163,15.52984339,0.922,-0.145
46622380,3.101229,3.20928,106.718,0,60.66367068,0,0.202,61.92,0.856,0,18.9952537,8.834744385,0.59,1.163,1.203,9.780484743,0.683,0.043,4.899909731,1.447,0.013
36909561,2.426488,1.58956,73.104,0,12.13273414,0,0.221,54.06,1.14,0,32.72378203,6.623054178,0.49,1.429,0.973,9.799819462,0.912,-0.139,0.0,0.658,-0.24
32278102,1.152288,0.38,97.1162,0,38.11294267,0,-0.01,98.74,0.928,0,13.59242839,8.835958093,0.66,0.765,1.507,15.53348694,0.711,0.089,20.64001433,1.207,-0.141
49883411,2.420098,2.98042,83.692,0,5.156663257,0,0.002,51.39,0.921,0,20.19931035,7.977442219,0.636,1.297,1.04,15.04055151,0.85,-0.047,9.259957891,0.803,-0.074
222774912,2.160243,4.94624,89.424,0,34.95670435,0,0.223,51.81,0.712,0,0.0,8.081551283,0.604,0.883,0.588,15.1246203,0.703,-0.054,4.523094937,1.531,0.144
23808246,2.388114,2.673,96.3667,0,18.19910121,0,0.058,58.97,1.088,0,26.30327674,9.097766665,0.775,1.267,1.466,24.64835152,0.962,-0.086,9.720841475,1.18,-0.145
30742732,3.460262,3.79018,90.8685,0,0.0,0,0.021,59.23,0.996,0,7.047671983,8.23282965,0.578,0.901,1.272,14.86786677,1.235,-0.013,9.317060668,1.137,-0.06
73050302,3.18184,2.5255,100.2797,0,18.19910121,0,0.187,53.52,1.303,0,54.50939762,9.114893623,0.697,1.526,1.348,9.967957042,0.876,0.066,19.85347102,0.995,-0.325
409118,1.29846,1.1883,88.192,0,12.13273414,0,0.167,55.95,1.108,0,13.08951281,7.888881095,0.536,1.407,1.296,24.23147264,0.823,-0.046,0.0,0.843,-0.168
48242871,2.851225,2.5135,74.0317,0,19.26246487,0,0.585,57.7,0.999,0,17.98942254,7.258451132,0.285,1.441,0.791,20.16532066,0.687,0.204,4.899909731,1.221,-0.087
31856394,2.208543,2.1491,84.6807,0,19.05647134,0,0.079,58.1,1.012,0,13.08951281,8.129425274,0.561,1.153,1.258,14.4509879,0.564,0.289,9.883888252,1.357,-0.176
32090192,2.322802,3.38092,87.442,0,17.69618563,0,0.025,51.02,1.079,0,4.899909731,7.787589739,0.704,0.951,0.985,14.53505669,0.908,-0.007,4.567099648,0.666,-0.072
319760048,2.255957,2.2292,79.4562,0,12.13273414,0,-0.15,69.04,1.0,0,12.42658615,6.405289316,0.902,1.766,1.108,14.76446326,0.699,0.031,10.05365156,1.064,-0.139
158151,3.067909,3.04242,115.3076,0,11.60093989,0,0.04,104.97,0.902,0,13.08951281,10.43024998,0.637,1.038,1.229,19.85184529,0.671,0.151,15.61755573,0.788,-0.12
209889,2.410927,2.6172,73.465,0,12.84164325,0,0.486,21.06,1.02,0,13.08951281,7.536477016,0.388,1.323,0.712,14.68039447,1.259,-0.244,4.899909731,1.133,0.08
222774264,1.95144,2.055,84.105,0,12.13273414,0,0.18,37.19,1.098,0,25.03709453,7.674910029,0.471,1.3,1.189,19.664373,0.809,-0.053,9.467009379,0.453,-0.191
49929056,2.181169,3.2139,85.0357,0,13.8474744,0,0.177,33.09,1.131,0,18.40630142,8.083517426,0.688,1.778,1.175,14.68039447,1.378,-0.196,10.21669833,0.913,-0.048
2918333,3.500598,2.6722,103.4878,0,42.46456948,0,0.135,57.69,1.298,0,19.63426922,10.90304937,0.582,1.266,1.28,9.205125722,1.248,0.377,4.899909731,0.985,-0.552
68933234,3.463346,3.48202,94.778,0,31.04074445,0,0.147,62.22,0.752,0,6.544756406,8.604542242,0.624,1.175,1.235,10.30076712,0.865,0.004,10.423316,1.522,-0.057
38463474,1.02792,1.4326,60.5294,0,30.33183534,0,0.4,43.84,0.729,0,6.544756406,5.136014489,0.497,0.461,0.909,9.780484743,1.021,-0.187,5.733667477,0.417,0.172
43278877,3.037958,3.81702,119.2104,0,36.39820241,0,0.072,61.44,0.82,0,11.86154501,11.01219018,0.628,1.327,0.949,10.21669833,0.723,-0.003,10.63357721,0.633,-0.086
29780390,1.02792,1.9868,74.4485,0,13.8474744,0,-0.021,109.58,1.164,0,5.733667477,8.114610665,0.658,0.808,0.794,4.983978521,0.989,0.034,19.93764162,1.4,-0.5
29676702,1.43859,1.2644,71.183,0,6.066367068,0,0.037,85.53,1.013,0,13.15163837,6.564595011,0.665,0.571,1.163,15.09727335,0.828,0.106,9.154013891,1.007,-0.182
49951580,2.738891,2.07512,75.1427,0,0.0,0,-0.054,58.12,1.095,0,25.95688898,7.040735564,0.709,1.036,1.513,14.25742823,1.097,0.086,4.899909731,0.711,-0.151
49297131,2.325086,2.5897,76.4978,0,6.066367068,0,0.039,58.48,0.901,0,19.05737925,6.433473763,0.808,1.156,1.693,9.967957042,0.721,0.116,14.74330008,1.296,-0.101
48350666,1.02792,2.03692,73.4363,1,0.0,1,0.071,80.9,0.888,1,0.0,6.057136714,0.598,1.516,0.96,19.74844179,0.642,-0.001,5.106527395,1.439,-0.076
3409017,3.289149,2.9785,95.2122,0,30.33183534,0,-0.089,60.45,0.949,0,19.75852033,8.320110825,0.906,1.401,1.184,10.30076712,0.966,-0.079,14.79051451,1.049,-0.14
323986453,2.714585,3.1544,104.3699,0,6.066367068,0,-0.115,123.75,1.016,0,18.53055253,9.282710152,0.855,1.024,0.864,29.9458054,0.647,-0.051,14.47080249,0.847,-0.184
53798259,2.801295,2.3092,91.811,0,18.90801031,0,0.159,37.83,1.317,0,51.9054124,8.720832149,0.719,1.246,1.452,9.883888252,0.985,-0.093,14.37363564,0.931,-0.306
32234428,1.788882,4.19562,92.0114,0,0.0,0,-0.074,75.12,0.919,0,6.255769184,8.93048181,0.836,0.864,0.691,10.19736362,0.686,0.096,13.38705175,1.324,-0.143
49008924,2.099169,1.5992,90.697,0,6.420821623,0,0.139,66.63,1.007,0,31.58185093,8.875052996,0.51,1.289,1.187,24.71135305,0.785,0.091,9.799819462,0.896,-0.078
25040647,2.790512,0.70508,58.662,0,6.066367068,0,0.266,43.16,1.342,0,38.12660734,5.100568786,0.441,1.118,1.091,9.883888252,1.023,-0.107,9.799819462,1.591,-0.403
235805590,2.618294,1.9544,70.912,0,18.90801031,0,0.07,44.0,0.912,0,0.0,6.50758372,0.523,1.453,1.022,9.134199296,0.606,0.244,0.0,1.576,-0.147
11009421,1.905386,1.7967,96.4876,0,17.34611923,0,-0.192,104.29,0.908,0,19.95326256,7.888205736,0.949,1.165,1.573,20.31065844,0.853,-0.032,20.52418199,1.275,-0.069
43673890,1.02792,1.1694,56.2469,0,12.13273414,0,-0.111,60.91,0.732,0,0.0,4.716677927,0.779,0.889,1.002,9.780484743,0.808,-0.099,5.733667477,1.756,-0.004
49946968,1.02792,1.50054,59.9177,0,0.0,0,-0.148,55.63,1.012,0,5.316788604,5.550032472,0.946,0.418,1.261,19.74844179,1.022,0.129,5.316788604,0.735,0.015
43251541,1.02792,1.66222,67.4565,1,0.0,0,0.076,50.5,1.023,0,7.047671983,6.251624827,0.548,1.432,1.494,19.49796795,0.945,-0.148,4.899909731,0.387,-0.128
2972727,2.048749,2.91152,70.1118,0,12.13273414,0,0.276,71.07,0.861,0,0.0,5.999806907,0.449,0.963,0.638,9.780484743,1.307,-0.393,9.843390349,0.713,-0.051
232833340,2.140546,2.1532,93.1937,0,6.066367068,0,-0.127,72.92,1.204,0,45.27461929,8.106863459,0.909,1.336,1.347,9.883888252,1.017,-0.119,19.52737747,0.811,-0.299
31213616,1.757009,3.22622,83.2467,0,35.4884986,0,-0.048,68.02,0.764,0,5.316788604,6.950800458,0.865,1.257,1.009,10.14064178,0.785,0.175,9.839883541,0.704,0.065
45764824,2.389173,2.80062,75.8687,0,12.84164325,0,0.173,50.7,0.973,0,0.0,7.589793444,0.717,1.524,0.825,20.26872417,0.971,-0.283,0.0,1.117,-0.033
Z2736607975,1.02792,1.49868,62.6797,0,18.19910121,0,0.023,56.13,1.05,0,11.44466614,5.148784971,0.69,0.498,1.556,5.316788604,0.759,0.14,5.316788604,0.966,-0.216
302616637,2.154019,1.887,74.6197,0,30.33183534,0,0.211,24.5,1.231,0,33.22669761,6.907347658,0.683,1.218,0.779,10.21669833,1.157,-0.17,14.95356129,0.416,-0.224
177369616,2.449105,2.1648,83.158,0,12.13273414,0,0.063,57.01,1.048,0,6.606881965,7.348984601,0.691,0.839,1.108,14.53505669,0.786,0.088,4.736862954,1.257,-0.195
173261,1.02792,1.8914,74.1475,0,0.0,0,0.242,58.98,1.108,0,13.08951281,6.795984841,0.525,1.608,1.664,19.85184529,0.793,-0.057,4.899909731,1.178,-0.239
49154015,2.05973,4.0279,93.1302,0,17.67696,0,-0.173,60.06,0.986,0,0.0,8.196210724,0.917,1.098,1.106,14.86786677,0.725,0.018,14.30103919,1.14,-0.145
46073165,2.704984,2.92664,91.028,0,16.84320366,0,0.16,57.76,0.779,0,6.606881965,8.338954346,0.687,1.064,0.96,24.77435458,1.131,-0.199,4.736862954,1.156,0.156
22058534,3.013715,6.3892,111.1125,0,76.87703712,0,-0.111,46.17,1.292,0,4.722094864,10.58470603,0.839,1.269,0.585,0.0,0.767,0.451,0.0,0.671,-0.707
4752649,2.575138,2.0012,73.782,0,18.19910121,0,0.335,61.42,1.18,0,0.0,6.158118287,0.754,1.039,0.985,29.29951995,0.848,0.131,0.0,0.942,-0.234
30666181,3.763436,3.31366,98.1905,0,18.19910121,0,0.148,45.92,1.164,0,38.25085845,8.713736854,0.527,1.178,1.442,4.899909731,0.966,-0.079,18.95383335,1.049,-0.224
82741579,1.02792,0.8784,70.4364,0,29.47885337,0,0.125,70.67,0.581,0,6.544756406,6.525423557,0.664,0.759,1.59,20.72753732,0.632,0.152,5.316788604,0.631,0.202
30492996,3.503921,4.04312,100.1,0,36.39820241,0,0.346,51.39,0.973,0,20.19931035,8.979943264,0.531,1.091,0.938,15.09727335,0.857,0.103,9.154013891,1.2,-0.063
49953876,2.706251,2.19494,72.279,0,0.0,0,0.148,51.14,1.182,0,19.05737925,6.482019414,0.663,1.257,0.58,14.95193556,1.025,0.074,9.636772685,1.724,-0.106
226909,1.589067,2.45062,77.1747,0,0.0,0,-0.042,50.7,0.973,0,13.08951281,7.641800741,0.895,0.925,0.724,20.26872417,0.998,-0.131,5.316788604,1.4,-0.033
33363767,2.406256,2.66382,98.0392,0,6.066367068,0,-0.023,73.97,0.921,0,12.42658615,8.633485378,0.73,1.403,1.079,19.56096949,0.874,-0.127,10.05365156,0.911,-0.039
13470326,3.03617,4.157,120.3597,0,12.13273414,0,0.15,79.95,0.917,0,13.08951281,11.92028398,0.571,1.418,1.126,24.64835152,1.21,0.272,9.401129458,1.126,-0.011
42942540,3.121231,2.98636,78.5722,0,30.03996984,0,0.036,42.24,0.868,0,6.544756406,6.480162819,0.688,1.205,1.84,5.316788604,1.007,0.062,9.733939541,1.138,-0.094
31863416,2.444212,0.1981,75.9236,0,0.0,0,-0.154,79.31,1.421,0,39.22773711,8.571065545,0.758,0.705,1.097,9.205125722,0.713,0.109,14.5802533,1.433,-0.505
177450733,2.419673,2.0194,84.1425,0,11.22303033,0,0.02,68.46,0.96,0,20.76435149,7.847861888,0.657,1.239,1.16,15.04055151,0.676,0.159,14.15986762,0.815,-0.073
49933492,3.007036,0.73078,50.5575,0,0.0,0,0.032,66.22,0.884,0,13.15163837,4.619979252,0.656,1.154,1.18,10.04719625,1.035,-0.204,0.0,0.753,-0.028
7723164,2.320545,3.79552,80.8752,0,36.39820241,0,-0.164,41.99,0.807,0,5.316788604,6.460738817,0.989,1.353,1.353,4.983978521,0.609,0.298,5.316788604,0.8,-0.074
31921006,1.22256,1.6229,68.696,0,0.0,0,0.036,53.76,0.888,0,20.13718479,6.61293135,0.578,1.028,1.18,9.799819462,0.673,-0.098,14.2169704,1.582,-0.109
49955148,1.192317,1.60506,71.5128,0,17.69618563,0,-0.036,40.54,0.82,0,19.69639478,6.462966432,0.62,1.573,1.132,4.899909731,0.491,0.189,10.00643713,0.914,-0.084
53751074,1.08239,1.1815,72.329,0,12.13273414,0,0.003,59.38,0.947,0,0.0,6.185095477,0.692,0.854,1.032,9.467009379,0.55,0.245,4.567099648,0.586,-0.154
176509,1.02792,2.84714,91.0208,1,0.0,1,0.023,79.21,1.023,1,11.44466614,8.272670381,0.645,0.579,0.943,14.95193556,0.651,0.091,10.00643713,1.182,-0.188
43670748,1.527024,1.1132,76.3813,0,0.0,0,-0.016,72.27,1.201,1,18.84236642,8.358851289,0.616,1.287,0.924,14.68039447,1.283,0.002,4.899909731,1.182,-0.345
28294753,2.07759,1.54478,86.6707,0,6.9237372,0,0.159,88.91,1.23,0,25.03709453,7.771394498,0.507,1.042,0.691,19.85184529,0.697,0.158,14.78379798,0.762,-0.332
48250592,2.859733,2.27052,79.894,0,38.9703128,0,0.457,69.38,0.71,0,0.0,6.938772212,0.392,0.921,1.07,30.17521198,0.824,0.153,0.0,1.05,0.248
353778,3.00812,3.09014,79.797,0,6.076020107,0,0.014,29.54,0.963,0,13.08951281,7.240925688,0.649,1.079,1.171,4.899909731,1.04,0.01,9.636772685,0.876,-0.122
43243426,1.02792,3.3547,74.4757,0,0.0,0,-0.092,24.92,0.75,0,13.08951281,6.753792363,0.821,0.684,0.855,10.30076712,0.749,-0.1,5.316788604,1.295,-0.064
177506030,3.385994,1.4599,82.6678,0,12.13273414,0,-0.13,66.4,1.571,0,33.09059766,7.784885022,0.802,0.955,0.631,14.27317303,1.35,0.337,4.899909731,1.249,-0.662
110220963,2.764443,1.69092,94.6455,0,17.69618563,0,-0.046,75.71,1.287,0,26.30327674,10.35573558,0.72,1.542,1.28,9.622004595,1.329,0.28,10.05365156,1.073,-0.5
300444203,2.263376,1.7606,66.0577,0,12.13273414,0,0.013,47.04,1.099,0,13.08951281,6.008474455,0.88,1.003,0.738,15.28474565,1.215,-0.138,10.05365156,0.132,-0.233
43241548,1.02792,1.9722,72.4554,0,0.0,0,-0.079,54.02,0.967,0,18.40630142,6.670693613,0.818,1.123,0.807,10.30076712,0.695,0.183,10.63357721,1.166,-0.161
49646610,2.935639,2.8904,81.396,0,36.36517481,0,-0.054,51.39,0.971,0,20.19931035,7.15794521,0.751,0.75,0.957,15.04055151,0.884,-0.066,9.259957891,0.856,-0.104
73019382,2.941385,2.5961,100.4787,0,36.40785545,0,0.106,44.81,1.168,0,46.94337711,9.130944714,0.651,1.319,1.372,15.11660807,0.574,0.278,19.85347102,0.664,-0.224
43581803,2.011913,1.94064,104.736,0,30.33183534,0,0.092,69.36,1.033,0,13.08951281,9.24049956,0.607,1.143,1.289,19.24749412,0.853,0.159,9.636772685,1.521,-0.145
16760340,1.02792,3.2127,74.8342,0,23.73367403,0,-0.174,46.92,0.709,0,5.425791397,6.212655405,0.97,1.195,1.134,9.660080962,0.703,0.029,0.0,1.144,0.004
32389082,2.92199,4.13384,104.3495,0,25.98020854,0,0.003,58.98,1.064,0,14.09534397,8.741742918,0.648,1.124,1.071,19.85184529,0.646,0.138,4.899909731,0.859,-0.179
3962718,1.02792,1.1854,52.0992,0,11.33678588,0,-0.258,67.77,0.809,0,5.316788604,4.715823765,1.052,1.126,1.675,15.18134214,0.965,-0.278,0.0,1.244,0.054
45680251,1.02792,2.2087,73.5512,0,0.0,0,-0.184,71.01,1.111,0,24.3120423,6.10714787,0.879,1.016,0.807,14.95193556,0.507,0.261,10.21669833,0.448,-0.267
325994,1.988902,2.2167,80.485,0,6.066367068,0,0.129,55.2,0.807,0,13.08951281,7.895331105,0.522,0.992,1.496,14.68039447,1.035,0.0,4.899909731,0.878,0.042
72973189,1.617409,3.9273,111.6582,0,6.066367068,0,0.138,95.95,0.752,0,0.0,9.830798727,0.736,1.044,0.639,25.71151584,1.029,-0.162,15.16017895,0.883,0.059
36260547,3.238583,3.65108,81.5607,0,18.19910121,0,0.36,42.82,1.016,0,19.63426922,7.53571574,0.432,1.156,0.911,9.883888252,0.899,-0.108,9.883888252,1.433,-0.144
209461,1.02792,0.5684,60.7804,0,0.0,0,0.261,72.11,1.116,0,17.98942254,5.557437913,0.413,1.612,1.343,9.967957042,0.593,0.36,10.63357721,1.304,-0.276
329500,3.094086,1.9344,93.9545,0,12.13273414,0,0.096,73.02,0.704,0,6.544756406,9.150980008,0.569,1.05,1.008,24.69028579,0.93,0.147,4.899909731,0.947,0.093
32441961,1.772439,2.0899,58.3984,0,5.098681808,0,-0.264,74.17,0.722,0,12.84346502,4.926523834,1.097,0.591,0.917,10.19736362,0.703,0.306,14.88768137,0.005,-0.021
178526390,1.927252,5.24492,141.7928,0,36.39820241,0,-0.074,115.65,0.801,0,4.899909731,12.07008374,0.774,0.751,0.948,15.28474565,0.591,0.07,20.42975312,0.5,-0.08
177303970,2.077786,3.7892,100.289,0,18.19910121,0,0.214,42.66,0.919,0,13.08951281,9.738031778,0.48,1.825,1.036,19.49796795,0.947,-0.094,4.736862954,0.952,-0.084
49068002,2.794642,2.3281,85.4407,0,25.92787486,0,0.158,61.61,1.091,0,32.72378203,8.083421657,0.555,1.48,1.524,20.27327132,0.708,0.119,14.73979327,1.54,-0.124
171974140,2.768789,2.982,107.4333,0,45.44866694,0,0.045,72.8,0.817,0,13.08951281,11.11870364,0.572,0.861,0.494,10.21669833,0.915,-0.066,15.52984339,1.194,-0.081
15279096,2.905398,2.98422,107.1607,0,23.73367403,0,0.092,72.26,1.063,0,42.94048036,9.254890805,0.617,1.338,1.137,9.883888252,0.713,0.031,10.21669833,1.211,-0.178
36997483,1.02792,1.70662,98.2174,0,6.066367068,0,-0.073,76.74,1.311,0,51.03219791,8.381530356,0.909,1.141,1.501,14.86786677,0.831,0.098,20.10730312,1.29,-0.36
1935664,1.866807,3.7565,171.5882,0,36.80092216,0,-0.08,175.84,1.01,0,52.03802907,14.38748299,0.774,0.881,0.838,4.899909731,0.799,0.076,50.79732546,0.911,-0.181
2047138,1.02792,1.476,69.1617,0,6.066367068,0,-0.106,67.87,1.158,0,31.62006534,6.071276385,0.806,1.07,0.986,4.899909731,0.761,0.166,19.69042424,0.959,-0.297
32147565,3.589768,3.2643,95.846,0,32.10410811,0,0.32,49.33,1.179,0,25.03709453,9.541152096,0.357,1.274,1.43,14.86786677,0.625,0.369,9.799819462,0.672,-0.239
45664515,2.703739,2.9708,74.4808,0,23.20187978,0,0.011,40.54,0.726,0,13.08951281,7.527977286,0.57,1.235,1.439,4.899909731,0.538,0.249,10.00643713,1.009,-0.001
49155634,3.153666,3.7198,96.595,0,23.73367403,0,0.225,52.83,0.923,0,13.71667951,8.670520574,0.682,1.045,0.666,19.74844179,0.705,0.087,4.736862954,1.086,-0.021
36966070,2.392201,2.5759,78.129,0,6.9237372,0,-0.029,66.61,1.0,0,26.42752786,7.563551368,0.893,0.794,1.168,10.19736362,0.997,-0.049,18.6277398,0.78,-0.16
45670925,2.588776,2.8787,80.6204,0,6.066367068,0,0.17,80.52,0.724,0,5.733667477,7.65946565,0.538,1.089,1.216,14.76446326,1.046,-0.074,5.733667477,1.407,0.081
48348017,2.8903,3.9169,112.1667,0,24.26546827,0,0.107,66.81,1.167,0,31.49581423,9.73434953,0.64,1.511,1.31,14.36691911,0.532,0.396,24.42057067,0.427,-0.25
41630506,2.491842,2.7058,58.026,0,11.60093989,0,-0.096,41.61,0.676,0,0.0,4.810091375,0.873,1.051,0.678,9.780484743,0.66,-0.336,0.0,1.282,0.171
49144354,1.284566,2.41086,82.0558,0,11.62981856,0,0.041,63.83,0.887,0,6.606881965,6.989480459,0.769,1.036,0.986,19.74844179,0.772,-0.036,5.106527395,1.325,-0.032
35772359,2.649663,1.74868,84.877,0,6.066367068,0,0.109,48.09,1.169,0,26.17902562,7.749254587,0.539,0.96,0.951,19.35089763,0.814,-0.1,4.567099648,1.583,-0.278
23995487,1.974972,2.81414,88.4452,0,6.066367068,0,-0.109,59.81,0.874,0,0.0,7.441183509,0.881,1.343,1.034,20.08125187,0.906,-0.125,5.316788604,1.11,-0.014
43470233,2.26795,2.83598,58.6347,0,0.0,0,-0.363,48.71,0.809,0,5.316788604,4.665120664,1.15,0.457,1.12,4.983978521,0.825,-0.063,5.316788604,1.219,-0.099
49093836,3.320043,1.97772,75.4428,0,17.69618563,0,-0.084,59.5,1.391,0,17.45685436,7.691177424,0.825,1.277,1.405,4.983978521,1.299,0.207,4.736862954,0.074,-0.574
18823186,2.229206,3.5356,68.3287,0,23.20187978,0,-0.6,47.04,1.012,0,12.42658615,5.53941052,1.513,1.068,0.949,9.967957042,0.735,0.113,10.05365156,1.713,-0.142
46339059,2.59168,4.2526,117.6371,0,12.64530275,0,-0.359,97.4,1.074,0,36.27392728,9.390181339,1.122,0.854,0.942,9.967957042,0.862,0.027,25.42409172,1.221,-0.229
11000834,3.277171,3.84,88.625,0,18.19910121,0,-0.041,48.3,0.815,0,6.606881965,7.640199084,0.745,1.069,1.306,4.567099648,0.766,-0.046,9.303962602,0.601,-0.093
31895184,1.283324,2.7502,85.4777,0,13.8474744,0,0.082,58.12,0.995,0,18.40630142,8.263832923,0.601,0.694,0.827,14.86786677,1.024,0.213,10.21669833,0.64,-0.056
48306804,2.360603,3.61642,91.8998,0,12.13273414,0,0.33,62.39,1.038,0,13.08951281,8.421724555,0.524,1.027,0.793,14.86786677,1.048,-0.133,9.523678332,0.811,-0.179
32230796,3.011709,2.73614,96.8805,0,17.34611923,0,-0.037,60.25,0.875,0,20.19931035,8.204466519,0.727,1.095,1.284,19.89377957,0.87,0.011,9.636772685,1.483,0.014
36367197,2.561771,4.0486,103.8167,0,12.13273414,0,-0.112,54.69,0.938,0,31.9987298,9.506514412,0.776,0.785,0.652,19.49796795,0.24,0.461,14.95356129,0.862,-0.147
25750075,1.472917,3.8322,117.5252,0,42.46456948,0,-0.033,69.72,0.843,0,11.44466614,10.39255842,0.788,0.966,1.128,10.21669833,0.607,0.229,10.21669833,1.005,-0.098
1556723,2.214542,3.91933,85.3235,0,12.13273414,0,0.022,53.84,0.685,0,0.0,7.013414299,0.827,0.908,0.745,14.76446326,0.554,-0.108,5.106527395,0.707,0.061
31247054,2.662133,3.2864,87.962,0,25.07050472,0,0.193,67.94,1.063,0,11.94758171,7.533075087,0.658,0.907,1.471,20.10859882,0.895,0.093,9.423004668,1.281,-0.083
